scenario,simulation,shocked_bank,systemic_loss
Random failure,176,Bank_10,0.03080520063691546
Random failure,177,Bank_15,0.04479492221037007
Random failure,178,Bank_04,0.25567572444338144
Random failure,179,Bank_19,0.034159813496486904
Random failure,180,Bank_11,0.0399801622024546
Random failure,181,Bank_19,0.034159813496486904
Random failure,182,Bank_04,0.25567572444338144
Random failure,183,Bank_10,0.03080520063691546
Random failure,184,Bank_14,0.044543718812041
Random failure,185,Bank_10,0.03080520063691546
Random failure,186,Bank_09,0.02054558688146143
Random failure,187,Bank_04,0.25567572444338144
Random failure,188,Bank_08,0.031372847122408294
Random failure,189,Bank_05,0.25524124537161796
Random failure,190,Bank_07,0.03246194484470445
Random failure,191,Bank_14,0.044543718812041
Random failure,192,Bank_13,0.0321075807694755
Random failure,193,Bank_13,0.0321075807694755
Random failure,194,Bank_08,0.031372847122408294
Random failure,195,Bank_20,0.03774535768745524
Random failure,196,Bank_02,0.28049715681577897
Random failure,197,Bank_07,0.03246194484470445
Random failure,198,Bank_03,0.27165350518050047
Random failure,199,Bank_07,0.03246194484470445
Random failure,200,Bank_20,0.03774535768745524
Random failure,201,Bank_08,0.031372847122408294
Random failure,202,Bank_19,0.034159813496486904
Random failure,203,Bank_10,0.03080520063691546
Random failure,204,Bank_14,0.044543718812041
Random failure,205,Bank_10,0.03080520063691546
Random failure,206,Bank_06,0.03452446330244111
Random failure,207,Bank_16,0.033807221312953356
Random failure,208,Bank_20,0.03774535768745524
Random failure,209,Bank_06,0.03452446330244111
Random failure,210,Bank_16,0.033807221312953356
Random failure,211,Bank_06,0.03452446330244111
Random failure,212,Bank_15,0.04479492221037007
Random failure,213,Bank_16,0.033807221312953356
Random failure,214,Bank_09,0.02054558688146143
Random failure,215,Bank_15,0.04479492221037007
Random failure,216,Bank_06,0.03452446330244111
Random failure,217,Bank_02,0.28049715681577897
Random failure,218,Bank_02,0.28049715681577897
Random failure,219,Bank_09,0.02054558688146143
Random failure,220,Bank_19,0.034159813496486904
Random failure,221,Bank_03,0.27165350518050047
Random failure,222,Bank_10,0.03080520063691546
Random failure,223,Bank_15,0.04479492221037007
Random failure,224,Bank_05,0.25524124537161796
Random failure,225,Bank_15,0.04479492221037007
Random failure,226,Bank_07,0.03246194484470445
Random failure,227,Bank_17,0.03785880409508039
Random failure,228,Bank_12,0.049847926664306985
Random failure,229,Bank_11,0.0399801622024546
Random failure,230,Bank_04,0.25567572444338144
Random failure,231,Bank_10,0.03080520063691546
Random failure,232,Bank_18,0.02025102804080488
Random failure,233,Bank_01,0.2297705054473075
Random failure,234,Bank_16,0.033807221312953356
Random failure,235,Bank_10,0.03080520063691546
Random failure,236,Bank_15,0.04479492221037007
Random failure,237,Bank_14,0.044543718812041
Random failure,238,Bank_09,0.02054558688146143
Random failure,239,Bank_07,0.03246194484470445
Random failure,240,Bank_13,0.0321075807694755
Random failure,241,Bank_03,0.27165350518050047
Random failure,242,Bank_12,0.049847926664306985
Random failure,243,Bank_02,0.28049715681577897
Random failure,244,Bank_13,0.0321075807694755
Random failure,245,Bank_13,0.0321075807694755
Random failure,246,Bank_02,0.28049715681577897
Random failure,247,Bank_16,0.033807221312953356
Random failure,248,Bank_09,0.02054558688146143
Random failure,249,Bank_16,0.033807221312953356
Random failure,250,Bank_01,0.2297705054473075
Random failure,251,Bank_04,0.25567572444338144
Random failure,252,Bank_10,0.03080520063691546
Random failure,253,Bank_04,0.25567572444338144
Random failure,254,Bank_07,0.03246194484470445
Random failure,255,Bank_14,0.044543718812041
Random failure,256,Bank_03,0.27165350518050047
Random failure,257,Bank_14,0.044543718812041
Random failure,258,Bank_03,0.27165350518050047
Random failure,259,Bank_04,0.25567572444338144
Random failure,260,Bank_12,0.049847926664306985
Random failure,261,Bank_16,0.033807221312953356
Random failure,262,Bank_04,0.25567572444338144
Random failure,263,Bank_06,0.03452446330244111
Random failure,264,Bank_19,0.034159813496486904
Random failure,265,Bank_20,0.03774535768745524
Random failure,266,Bank_12,0.049847926664306985
Random failure,267,Bank_09,0.02054558688146143
Random failure,268,Bank_07,0.03246194484470445
Random failure,269,Bank_13,0.0321075807694755
Random failure,270,Bank_12,0.049847926664306985
Random failure,271,Bank_06,0.03452446330244111
Random failure,272,Bank_01,0.2297705054473075
Random failure,273,Bank_04,0.25567572444338144
Random failure,274,Bank_20,0.03774535768745524
Random failure,275,Bank_09,0.02054558688146143
Random failure,276,Bank_10,0.03080520063691546
Random failure,277,Bank_10,0.03080520063691546
Random failure,278,Bank_16,0.033807221312953356
Random failure,279,Bank_02,0.28049715681577897
Random failure,280,Bank_02,0.28049715681577897
Random failure,281,Bank_06,0.03452446330244111
Random failure,282,Bank_10,0.03080520063691546
Random failure,283,Bank_14,0.044543718812041
Random failure,284,Bank_10,0.03080520063691546
Random failure,285,Bank_09,0.02054558688146143
Random failure,286,Bank_19,0.034159813496486904
Random failure,287,Bank_04,0.25567572444338144
Random failure,288,Bank_12,0.049847926664306985
Random failure,289,Bank_11,0.0399801622024546
Random failure,290,Bank_10,0.03080520063691546
Random failure,291,Bank_17,0.03785880409508039
Random failure,292,Bank_06,0.03452446330244111
Random failure,293,Bank_20,0.03774535768745524
Random failure,294,Bank_07,0.03246194484470445
Random failure,295,Bank_11,0.0399801622024546
Random failure,296,Bank_11,0.0399801622024546
Random failure,297,Bank_17,0.03785880409508039
Random failure,298,Bank_09,0.02054558688146143
Random failure,299,Bank_06,0.03452446330244111
Random failure,300,Bank_01,0.2297705054473075
Random failure,301,Bank_08,0.031372847122408294
Random failure,302,Bank_17,0.03785880409508039
Random failure,303,Bank_01,0.2297705054473075
Random failure,304,Bank_18,0.02025102804080488
Random failure,305,Bank_11,0.0399801622024546
Random failure,306,Bank_03,0.27165350518050047
Random failure,307,Bank_07,0.03246194484470445
Random failure,308,Bank_12,0.049847926664306985
Random failure,309,Bank_07,0.03246194484470445
Random failure,310,Bank_03,0.27165350518050047
Random failure,311,Bank_14,0.044543718812041
Random failure,312,Bank_14,0.044543718812041
Random failure,313,Bank_03,0.27165350518050047
Random failure,314,Bank_06,0.03452446330244111
Random failure,315,Bank_05,0.25524124537161796
Random failure,316,Bank_14,0.044543718812041
Random failure,317,Bank_15,0.04479492221037007
Random failure,318,Bank_15,0.04479492221037007
Random failure,319,Bank_19,0.034159813496486904
Random failure,320,Bank_16,0.033807221312953356
Random failure,321,Bank_07,0.03246194484470445
Random failure,322,Bank_03,0.27165350518050047
Random failure,323,Bank_13,0.0321075807694755
Random failure,324,Bank_19,0.034159813496486904
Random failure,325,Bank_20,0.03774535768745524
Random failure,326,Bank_05,0.25524124537161796
Random failure,327,Bank_05,0.25524124537161796
Random failure,328,Bank_01,0.2297705054473075
Random failure,329,Bank_03,0.27165350518050047
Random failure,330,Bank_12,0.049847926664306985
Random failure,331,Bank_11,0.0399801622024546
Random failure,332,Bank_08,0.031372847122408294
Random failure,333,Bank_07,0.03246194484470445
Random failure,334,Bank_17,0.03785880409508039
Random failure,335,Bank_10,0.03080520063691546
Random failure,336,Bank_17,0.03785880409508039
Random failure,337,Bank_20,0.03774535768745524
Random failure,338,Bank_07,0.03246194484470445
Random failure,339,Bank_05,0.25524124537161796
Random failure,340,Bank_20,0.03774535768745524
Random failure,341,Bank_13,0.0321075807694755
Random failure,342,Bank_06,0.03452446330244111
Random failure,343,Bank_13,0.0321075807694755
Random failure,344,Bank_11,0.0399801622024546
Random failure,345,Bank_19,0.034159813496486904
Random failure,346,Bank_06,0.03452446330244111
Random failure,347,Bank_20,0.03774535768745524
Random failure,348,Bank_19,0.034159813496486904
Random failure,349,Bank_04,0.25567572444338144
Random failure,350,Bank_04,0.25567572444338144
Random failure,351,Bank_11,0.0399801622024546
Random failure,352,Bank_01,0.2297705054473075
Random failure,353,Bank_06,0.03452446330244111
Random failure,354,Bank_09,0.02054558688146143
Random failure,355,Bank_20,0.03774535768745524
Random failure,356,Bank_20,0.03774535768745524
Random failure,357,Bank_04,0.25567572444338144
Random failure,358,Bank_18,0.02025102804080488
Random failure,359,Bank_02,0.28049715681577897
Random failure,360,Bank_15,0.04479492221037007
Random failure,361,Bank_17,0.03785880409508039
Random failure,362,Bank_18,0.02025102804080488
Random failure,363,Bank_05,0.25524124537161796
Random failure,364,Bank_18,0.02025102804080488
Random failure,365,Bank_03,0.27165350518050047
Random failure,366,Bank_11,0.0399801622024546
Random failure,367,Bank_10,0.03080520063691546
Random failure,368,Bank_07,0.03246194484470445
Random failure,369,Bank_01,0.2297705054473075
Random failure,370,Bank_16,0.033807221312953356
Random failure,371,Bank_07,0.03246194484470445
Random failure,372,Bank_14,0.044543718812041
Random failure,373,Bank_09,0.02054558688146143
Random failure,374,Bank_08,0.031372847122408294
Random failure,375,Bank_18,0.02025102804080488
Random failure,376,Bank_02,0.28049715681577897
Random failure,377,Bank_15,0.04479492221037007
Random failure,378,Bank_15,0.04479492221037007
Random failure,379,Bank_08,0.031372847122408294
Random failure,380,Bank_06,0.03452446330244111
Random failure,381,Bank_01,0.2297705054473075
Random failure,382,Bank_19,0.034159813496486904
Random failure,383,Bank_19,0.034159813496486904
Random failure,384,Bank_05,0.25524124537161796
Random failure,385,Bank_01,0.2297705054473075
Random failure,386,Bank_03,0.27165350518050047
Random failure,387,Bank_02,0.28049715681577897
Random failure,388,Bank_17,0.03785880409508039
Random failure,389,Bank_18,0.02025102804080488
Random failure,390,Bank_04,0.25567572444338144
Random failure,391,Bank_15,0.04479492221037007
Random failure,392,Bank_04,0.25567572444338144
Random failure,393,Bank_08,0.031372847122408294
Random failure,394,Bank_12,0.049847926664306985
Random failure,395,Bank_15,0.04479492221037007
Random failure,396,Bank_18,0.02025102804080488
Random failure,397,Bank_01,0.2297705054473075
Random failure,398,Bank_04,0.25567572444338144
Random failure,399,Bank_06,0.03452446330244111
Random failure,400,Bank_07,0.03246194484470445
Random failure,401,Bank_20,0.03774535768745524
Random failure,402,Bank_16,0.033807221312953356
Random failure,403,Bank_07,0.03246194484470445
Random failure,404,Bank_20,0.03774535768745524
Random failure,405,Bank_10,0.03080520063691546
Random failure,406,Bank_11,0.0399801622024546
Random failure,407,Bank_09,0.02054558688146143
Random failure,408,Bank_03,0.27165350518050047
Random failure,409,Bank_19,0.034159813496486904
Random failure,410,Bank_01,0.2297705054473075
Random failure,411,Bank_04,0.25567572444338144
Random failure,412,Bank_05,0.25524124537161796
Random failure,413,Bank_06,0.03452446330244111
Random failure,414,Bank_03,0.27165350518050047
Random failure,415,Bank_01,0.2297705054473075
Random failure,416,Bank_14,0.044543718812041
Random failure,417,Bank_20,0.03774535768745524
Random failure,418,Bank_03,0.27165350518050047
Random failure,419,Bank_06,0.03452446330244111
Random failure,420,Bank_11,0.0399801622024546
Random failure,421,Bank_19,0.034159813496486904
Random failure,422,Bank_14,0.044543718812041
Random failure,423,Bank_16,0.033807221312953356
Random failure,424,Bank_12,0.049847926664306985
Random failure,425,Bank_09,0.02054558688146143
Random failure,426,Bank_04,0.25567572444338144
Random failure,427,Bank_18,0.02025102804080488
Random failure,428,Bank_17,0.03785880409508039
Random failure,429,Bank_01,0.2297705054473075
Random failure,430,Bank_15,0.04479492221037007
Random failure,431,Bank_02,0.28049715681577897
Random failure,432,Bank_15,0.04479492221037007
Random failure,433,Bank_17,0.03785880409508039
Random failure,434,Bank_03,0.27165350518050047
Random failure,435,Bank_09,0.02054558688146143
Random failure,436,Bank_03,0.27165350518050047
Random failure,437,Bank_12,0.049847926664306985
Random failure,438,Bank_19,0.034159813496486904
Random failure,439,Bank_02,0.28049715681577897
Random failure,440,Bank_08,0.031372847122408294
Random failure,441,Bank_20,0.03774535768745524
Random failure,442,Bank_07,0.03246194484470445
Random failure,443,Bank_03,0.27165350518050047
Random failure,444,Bank_10,0.03080520063691546
Random failure,445,Bank_11,0.0399801622024546
Random failure,446,Bank_14,0.044543718812041
Random failure,447,Bank_07,0.03246194484470445
Random failure,448,Bank_20,0.03774535768745524
Random failure,449,Bank_11,0.0399801622024546
Random failure,450,Bank_06,0.03452446330244111
Random failure,451,Bank_20,0.03774535768745524
Random failure,452,Bank_19,0.034159813496486904
Random failure,453,Bank_10,0.03080520063691546
Random failure,454,Bank_01,0.2297705054473075
Random failure,455,Bank_12,0.049847926664306985
Random failure,456,Bank_12,0.049847926664306985
Random failure,457,Bank_03,0.27165350518050047
Random failure,458,Bank_13,0.0321075807694755
Random failure,459,Bank_17,0.03785880409508039
Random failure,460,Bank_03,0.27165350518050047
Random failure,461,Bank_15,0.04479492221037007
Random failure,462,Bank_03,0.27165350518050047
Random failure,463,Bank_15,0.04479492221037007
Random failure,464,Bank_09,0.02054558688146143
Random failure,465,Bank_01,0.2297705054473075
Random failure,466,Bank_20,0.03774535768745524
Random failure,467,Bank_04,0.25567572444338144
Random failure,468,Bank_12,0.049847926664306985
Random failure,469,Bank_04,0.25567572444338144
Random failure,470,Bank_19,0.034159813496486904
Random failure,471,Bank_15,0.04479492221037007
Random failure,472,Bank_17,0.03785880409508039
Random failure,473,Bank_09,0.02054558688146143
Random failure,474,Bank_10,0.03080520063691546
Random failure,475,Bank_13,0.0321075807694755
Random failure,476,Bank_16,0.033807221312953356
Random failure,477,Bank_17,0.03785880409508039
Random failure,478,Bank_01,0.2297705054473075
Random failure,479,Bank_14,0.044543718812041
Random failure,480,Bank_03,0.27165350518050047
Random failure,481,Bank_06,0.03452446330244111
Random failure,482,Bank_17,0.03785880409508039
Random failure,483,Bank_06,0.03452446330244111
Random failure,484,Bank_16,0.033807221312953356
Random failure,485,Bank_10,0.03080520063691546
Random failure,486,Bank_05,0.25524124537161796
Random failure,487,Bank_07,0.03246194484470445
Random failure,488,Bank_11,0.0399801622024546
Random failure,489,Bank_16,0.033807221312953356
Random failure,490,Bank_13,0.0321075807694755
Random failure,491,Bank_19,0.034159813496486904
Random failure,492,Bank_18,0.02025102804080488
Random failure,493,Bank_16,0.033807221312953356
Random failure,494,Bank_13,0.0321075807694755
Random failure,495,Bank_06,0.03452446330244111
Random failure,496,Bank_09,0.02054558688146143
Random failure,497,Bank_03,0.27165350518050047
Random failure,498,Bank_08,0.031372847122408294
Random failure,499,Bank_19,0.034159813496486904
Random failure,500,Bank_09,0.02054558688146143
Random failure,501,Bank_03,0.27165350518050047
Random failure,502,Bank_14,0.044543718812041
Random failure,503,Bank_20,0.03774535768745524
Random failure,504,Bank_18,0.02025102804080488
Random failure,505,Bank_06,0.03452446330244111
Random failure,506,Bank_10,0.03080520063691546
Random failure,507,Bank_11,0.0399801622024546
Random failure,508,Bank_05,0.25524124537161796
Random failure,509,Bank_06,0.03452446330244111
Random failure,510,Bank_05,0.25524124537161796
Random failure,511,Bank_20,0.03774535768745524
Random failure,512,Bank_15,0.04479492221037007
Random failure,513,Bank_17,0.03785880409508039
Random failure,514,Bank_17,0.03785880409508039
Random failure,515,Bank_20,0.03774535768745524
Random failure,516,Bank_03,0.27165350518050047
Random failure,517,Bank_18,0.02025102804080488
Random failure,518,Bank_02,0.28049715681577897
Random failure,519,Bank_10,0.03080520063691546
Random failure,520,Bank_12,0.049847926664306985
Random failure,521,Bank_08,0.031372847122408294
Random failure,522,Bank_03,0.27165350518050047
Random failure,523,Bank_04,0.25567572444338144
Random failure,524,Bank_17,0.03785880409508039
Random failure,525,Bank_07,0.03246194484470445
Random failure,526,Bank_07,0.03246194484470445
Random failure,527,Bank_19,0.034159813496486904
Random failure,528,Bank_03,0.27165350518050047
Random failure,529,Bank_19,0.034159813496486904
Random failure,530,Bank_19,0.034159813496486904
Random failure,531,Bank_12,0.049847926664306985
Random failure,532,Bank_04,0.25567572444338144
Random failure,533,Bank_04,0.25567572444338144
Random failure,534,Bank_06,0.03452446330244111
Random failure,535,Bank_12,0.049847926664306985
Random failure,536,Bank_04,0.25567572444338144
Random failure,537,Bank_10,0.03080520063691546
Random failure,538,Bank_03,0.27165350518050047
Random failure,539,Bank_11,0.0399801622024546
Random failure,540,Bank_01,0.2297705054473075
Random failure,541,Bank_15,0.04479492221037007
Random failure,542,Bank_02,0.28049715681577897
Random failure,543,Bank_04,0.25567572444338144
Random failure,544,Bank_04,0.25567572444338144
Random failure,545,Bank_17,0.03785880409508039
Random failure,546,Bank_02,0.28049715681577897
Random failure,547,Bank_09,0.02054558688146143
Random failure,548,Bank_12,0.049847926664306985
Random failure,549,Bank_11,0.0399801622024546
Random failure,550,Bank_14,0.044543718812041
Random failure,551,Bank_17,0.03785880409508039
Random failure,552,Bank_08,0.031372847122408294
Random failure,553,Bank_17,0.03785880409508039
Random failure,554,Bank_07,0.03246194484470445
Random failure,555,Bank_20,0.03774535768745524
Random failure,556,Bank_11,0.0399801622024546
Random failure,557,Bank_15,0.04479492221037007
Random failure,558,Bank_18,0.02025102804080488
Random failure,559,Bank_16,0.033807221312953356
Random failure,560,Bank_18,0.02025102804080488
Random failure,561,Bank_11,0.0399801622024546
Random failure,562,Bank_01,0.2297705054473075
Random failure,563,Bank_10,0.03080520063691546
Random failure,564,Bank_04,0.25567572444338144
Random failure,565,Bank_18,0.02025102804080488
Random failure,566,Bank_05,0.25524124537161796
Random failure,567,Bank_05,0.25524124537161796
Random failure,568,Bank_05,0.25524124537161796
Random failure,569,Bank_13,0.0321075807694755
Random failure,570,Bank_12,0.049847926664306985
Random failure,571,Bank_19,0.034159813496486904
Random failure,572,Bank_09,0.02054558688146143
Random failure,573,Bank_06,0.03452446330244111
Random failure,574,Bank_01,0.2297705054473075
Random failure,575,Bank_01,0.2297705054473075
Random failure,576,Bank_08,0.031372847122408294
Random failure,577,Bank_19,0.034159813496486904
Random failure,578,Bank_11,0.0399801622024546
Random failure,579,Bank_18,0.02025102804080488
Random failure,580,Bank_03,0.27165350518050047
Random failure,581,Bank_02,0.28049715681577897
Random failure,582,Bank_17,0.03785880409508039
Random failure,583,Bank_03,0.27165350518050047
Random failure,584,Bank_02,0.28049715681577897
Random failure,585,Bank_09,0.02054558688146143
Random failure,586,Bank_19,0.034159813496486904
Random failure,587,Bank_14,0.044543718812041
Random failure,588,Bank_02,0.28049715681577897
Random failure,589,Bank_17,0.03785880409508039
Random failure,590,Bank_17,0.03785880409508039
Random failure,591,Bank_17,0.03785880409508039
Random failure,592,Bank_19,0.034159813496486904
Random failure,593,Bank_05,0.25524124537161796
Random failure,594,Bank_20,0.03774535768745524
Random failure,595,Bank_07,0.03246194484470445
Random failure,596,Bank_17,0.03785880409508039
Random failure,597,Bank_12,0.049847926664306985
Random failure,598,Bank_16,0.033807221312953356
Random failure,599,Bank_13,0.0321075807694755
Random failure,600,Bank_13,0.0321075807694755
Random failure,601,Bank_13,0.0321075807694755
Random failure,602,Bank_16,0.033807221312953356
Random failure,603,Bank_15,0.04479492221037007
Random failure,604,Bank_03,0.27165350518050047
Random failure,605,Bank_17,0.03785880409508039
Random failure,606,Bank_11,0.0399801622024546
Random failure,607,Bank_07,0.03246194484470445
Random failure,608,Bank_11,0.0399801622024546
Random failure,609,Bank_20,0.03774535768745524
Random failure,610,Bank_18,0.02025102804080488
Random failure,611,Bank_17,0.03785880409508039
Random failure,612,Bank_10,0.03080520063691546
Random failure,613,Bank_16,0.033807221312953356
Random failure,614,Bank_08,0.031372847122408294
Random failure,615,Bank_14,0.044543718812041
Random failure,616,Bank_13,0.0321075807694755
Random failure,617,Bank_05,0.25524124537161796
Random failure,618,Bank_06,0.03452446330244111
Random failure,619,Bank_02,0.28049715681577897
Random failure,620,Bank_03,0.27165350518050047
Random failure,621,Bank_09,0.02054558688146143
Random failure,622,Bank_10,0.03080520063691546
Random failure,623,Bank_04,0.25567572444338144
Random failure,624,Bank_09,0.02054558688146143
Random failure,625,Bank_13,0.0321075807694755
Random failure,626,Bank_05,0.25524124537161796
Random failure,627,Bank_07,0.03246194484470445
Random failure,628,Bank_08,0.031372847122408294
Random failure,629,Bank_11,0.0399801622024546
Random failure,630,Bank_08,0.031372847122408294
Random failure,631,Bank_15,0.04479492221037007
Random failure,632,Bank_07,0.03246194484470445
Random failure,633,Bank_09,0.02054558688146143
Random failure,634,Bank_08,0.031372847122408294
Random failure,635,Bank_04,0.25567572444338144
