scenario,simulation,shocked_bank,systemic_loss
Size-weighted failure,47,Bank_02,0.28049715681577897
Size-weighted failure,48,Bank_06,0.03452446330244111
Size-weighted failure,49,Bank_03,0.27165350518050047
Size-weighted failure,50,Bank_02,0.28049715681577897
Size-weighted failure,51,Bank_02,0.28049715681577897
Size-weighted failure,52,Bank_03,0.27165350518050047
Size-weighted failure,53,Bank_03,0.27165350518050047
Size-weighted failure,54,Bank_03,0.27165350518050047
Size-weighted failure,55,Bank_02,0.28049715681577897
Size-weighted failure,56,Bank_07,0.03246194484470445
Size-weighted failure,57,Bank_16,0.033807221312953356
Size-weighted failure,58,Bank_04,0.25567572444338144
Size-weighted failure,59,Bank_05,0.25524124537161796
Size-weighted failure,60,Bank_13,0.0321075807694755
Size-weighted failure,61,Bank_20,0.03774535768745524
Size-weighted failure,62,Bank_05,0.25524124537161796
Size-weighted failure,63,Bank_14,0.044543718812041
Size-weighted failure,64,Bank_15,0.04479492221037007
Size-weighted failure,65,Bank_09,0.02054558688146143
Size-weighted failure,66,Bank_04,0.25567572444338144
Size-weighted failure,67,Bank_01,0.2297705054473075
Size-weighted failure,68,Bank_01,0.2297705054473075
Size-weighted failure,69,Bank_04,0.25567572444338144
Size-weighted failure,70,Bank_04,0.25567572444338144
Size-weighted failure,71,Bank_03,0.27165350518050047
Size-weighted failure,72,Bank_04,0.25567572444338144
Size-weighted failure,73,Bank_04,0.25567572444338144
Size-weighted failure,74,Bank_12,0.049847926664306985
Size-weighted failure,75,Bank_01,0.2297705054473075
Size-weighted failure,76,Bank_02,0.28049715681577897
Size-weighted failure,77,Bank_09,0.02054558688146143
Size-weighted failure,78,Bank_12,0.049847926664306985
Size-weighted failure,79,Bank_20,0.03774535768745524
Size-weighted failure,80,Bank_14,0.044543718812041
Size-weighted failure,81,Bank_14,0.044543718812041
Size-weighted failure,82,Bank_03,0.27165350518050047
Size-weighted failure,83,Bank_03,0.27165350518050047
Size-weighted failure,84,Bank_02,0.28049715681577897
Size-weighted failure,85,Bank_05,0.25524124537161796
Size-weighted failure,86,Bank_17,0.03785880409508039
Size-weighted failure,87,Bank_03,0.27165350518050047
Size-weighted failure,88,Bank_04,0.25567572444338144
Size-weighted failure,89,Bank_03,0.27165350518050047
Size-weighted failure,90,Bank_02,0.28049715681577897
Size-weighted failure,91,Bank_02,0.28049715681577897
Size-weighted failure,92,Bank_01,0.2297705054473075
Size-weighted failure,93,Bank_17,0.03785880409508039
Size-weighted failure,94,Bank_03,0.27165350518050047
Size-weighted failure,95,Bank_12,0.049847926664306985
Size-weighted failure,96,Bank_05,0.25524124537161796
Size-weighted failure,97,Bank_02,0.28049715681577897
Size-weighted failure,98,Bank_02,0.28049715681577897
Size-weighted failure,99,Bank_11,0.0399801622024546
Size-weighted failure,100,Bank_02,0.28049715681577897
Size-weighted failure,101,Bank_15,0.04479492221037007
Size-weighted failure,102,Bank_02,0.28049715681577897
Size-weighted failure,103,Bank_05,0.25524124537161796
Size-weighted failure,104,Bank_11,0.0399801622024546
Size-weighted failure,105,Bank_02,0.28049715681577897
Size-weighted failure,106,Bank_02,0.28049715681577897
Size-weighted failure,107,Bank_19,0.034159813496486904
Size-weighted failure,108,Bank_02,0.28049715681577897
Size-weighted failure,109,Bank_03,0.27165350518050047
Size-weighted failure,110,Bank_03,0.27165350518050047
Size-weighted failure,111,Bank_02,0.28049715681577897
Size-weighted failure,112,Bank_08,0.031372847122408294
Size-weighted failure,113,Bank_08,0.031372847122408294
Size-weighted failure,114,Bank_03,0.27165350518050047
Size-weighted failure,115,Bank_12,0.049847926664306985
Size-weighted failure,116,Bank_02,0.28049715681577897
Size-weighted failure,117,Bank_01,0.2297705054473075
Size-weighted failure,118,Bank_04,0.25567572444338144
Size-weighted failure,119,Bank_20,0.03774535768745524
Size-weighted failure,120,Bank_01,0.2297705054473075
Size-weighted failure,121,Bank_02,0.28049715681577897
Size-weighted failure,122,Bank_04,0.25567572444338144
Size-weighted failure,123,Bank_11,0.0399801622024546
Size-weighted failure,124,Bank_01,0.2297705054473075
Size-weighted failure,125,Bank_03,0.27165350518050047
Size-weighted failure,126,Bank_06,0.03452446330244111
Size-weighted failure,127,Bank_03,0.27165350518050047
Size-weighted failure,128,Bank_02,0.28049715681577897
Size-weighted failure,129,Bank_02,0.28049715681577897
Size-weighted failure,130,Bank_03,0.27165350518050047
Size-weighted failure,131,Bank_04,0.25567572444338144
Size-weighted failure,132,Bank_13,0.0321075807694755
Size-weighted failure,133,Bank_05,0.25524124537161796
Size-weighted failure,134,Bank_05,0.25524124537161796
Size-weighted failure,135,Bank_19,0.034159813496486904
Size-weighted failure,136,Bank_03,0.27165350518050047
Size-weighted failure,137,Bank_03,0.27165350518050047
Size-weighted failure,138,Bank_16,0.033807221312953356
Size-weighted failure,139,Bank_02,0.28049715681577897
Size-weighted failure,140,Bank_05,0.25524124537161796
Size-weighted failure,141,Bank_06,0.03452446330244111
Size-weighted failure,142,Bank_01,0.2297705054473075
Size-weighted failure,143,Bank_04,0.25567572444338144
Size-weighted failure,144,Bank_02,0.28049715681577897
Size-weighted failure,145,Bank_02,0.28049715681577897
Size-weighted failure,146,Bank_04,0.25567572444338144
Size-weighted failure,147,Bank_03,0.27165350518050047
Size-weighted failure,148,Bank_09,0.02054558688146143
Size-weighted failure,149,Bank_15,0.04479492221037007
Size-weighted failure,150,Bank_10,0.03080520063691546
Size-weighted failure,151,Bank_02,0.28049715681577897
Size-weighted failure,152,Bank_02,0.28049715681577897
Size-weighted failure,153,Bank_02,0.28049715681577897
Size-weighted failure,154,Bank_02,0.28049715681577897
Size-weighted failure,155,Bank_17,0.03785880409508039
Size-weighted failure,156,Bank_03,0.27165350518050047
Size-weighted failure,157,Bank_02,0.28049715681577897
Size-weighted failure,158,Bank_12,0.049847926664306985
Size-weighted failure,159,Bank_03,0.27165350518050047
Size-weighted failure,160,Bank_01,0.2297705054473075
Size-weighted failure,161,Bank_02,0.28049715681577897
Size-weighted failure,162,Bank_05,0.25524124537161796
Size-weighted failure,163,Bank_08,0.031372847122408294
Size-weighted failure,164,Bank_02,0.28049715681577897
Size-weighted failure,165,Bank_16,0.033807221312953356
Size-weighted failure,166,Bank_12,0.049847926664306985
Size-weighted failure,167,Bank_12,0.049847926664306985
Size-weighted failure,168,Bank_02,0.28049715681577897
Size-weighted failure,169,Bank_01,0.2297705054473075
Size-weighted failure,170,Bank_13,0.0321075807694755
Size-weighted failure,171,Bank_03,0.27165350518050047
Size-weighted failure,172,Bank_05,0.25524124537161796
Size-weighted failure,173,Bank_06,0.03452446330244111
Size-weighted failure,174,Bank_02,0.28049715681577897
Size-weighted failure,175,Bank_08,0.031372847122408294
Size-weighted failure,176,Bank_17,0.03785880409508039
Size-weighted failure,177,Bank_05,0.25524124537161796
Size-weighted failure,178,Bank_03,0.27165350518050047
Size-weighted failure,179,Bank_14,0.044543718812041
Size-weighted failure,180,Bank_04,0.25567572444338144
Size-weighted failure,181,Bank_06,0.03452446330244111
Size-weighted failure,182,Bank_11,0.0399801622024546
Size-weighted failure,183,Bank_06,0.03452446330244111
Size-weighted failure,184,Bank_03,0.27165350518050047
Size-weighted failure,185,Bank_02,0.28049715681577897
Size-weighted failure,186,Bank_02,0.28049715681577897
Size-weighted failure,187,Bank_04,0.25567572444338144
Size-weighted failure,188,Bank_04,0.25567572444338144
Size-weighted failure,189,Bank_04,0.25567572444338144
Size-weighted failure,190,Bank_03,0.27165350518050047
Size-weighted failure,191,Bank_08,0.031372847122408294
Size-weighted failure,192,Bank_15,0.04479492221037007
Size-weighted failure,193,Bank_02,0.28049715681577897
Size-weighted failure,194,Bank_05,0.25524124537161796
Size-weighted failure,195,Bank_05,0.25524124537161796
Size-weighted failure,196,Bank_04,0.25567572444338144
Size-weighted failure,197,Bank_02,0.28049715681577897
Size-weighted failure,198,Bank_09,0.02054558688146143
Size-weighted failure,199,Bank_18,0.02025102804080488
Size-weighted failure,200,Bank_05,0.25524124537161796
Size-weighted failure,201,Bank_16,0.033807221312953356
Size-weighted failure,202,Bank_19,0.034159813496486904
Size-weighted failure,203,Bank_03,0.27165350518050047
Size-weighted failure,204,Bank_05,0.25524124537161796
Size-weighted failure,205,Bank_04,0.25567572444338144
Size-weighted failure,206,Bank_20,0.03774535768745524
Size-weighted failure,207,Bank_01,0.2297705054473075
Size-weighted failure,208,Bank_03,0.27165350518050047
Size-weighted failure,209,Bank_14,0.044543718812041
Size-weighted failure,210,Bank_02,0.28049715681577897
Size-weighted failure,211,Bank_08,0.031372847122408294
Size-weighted failure,212,Bank_03,0.27165350518050047
Size-weighted failure,213,Bank_19,0.034159813496486904
Size-weighted failure,214,Bank_14,0.044543718812041
Size-weighted failure,215,Bank_03,0.27165350518050047
Size-weighted failure,216,Bank_07,0.03246194484470445
Size-weighted failure,217,Bank_03,0.27165350518050047
Size-weighted failure,218,Bank_05,0.25524124537161796
Size-weighted failure,219,Bank_05,0.25524124537161796
Size-weighted failure,220,Bank_12,0.049847926664306985
Size-weighted failure,221,Bank_01,0.2297705054473075
Size-weighted failure,222,Bank_02,0.28049715681577897
Size-weighted failure,223,Bank_05,0.25524124537161796
Size-weighted failure,224,Bank_04,0.25567572444338144
Size-weighted failure,225,Bank_04,0.25567572444338144
Size-weighted failure,226,Bank_01,0.2297705054473075
Size-weighted failure,227,Bank_03,0.27165350518050047
Size-weighted failure,228,Bank_13,0.0321075807694755
Size-weighted failure,229,Bank_01,0.2297705054473075
Size-weighted failure,230,Bank_03,0.27165350518050047
Size-weighted failure,231,Bank_17,0.03785880409508039
Size-weighted failure,232,Bank_01,0.2297705054473075
Size-weighted failure,233,Bank_06,0.03452446330244111
Size-weighted failure,234,Bank_02,0.28049715681577897
Size-weighted failure,235,Bank_13,0.0321075807694755
Size-weighted failure,236,Bank_06,0.03452446330244111
Size-weighted failure,237,Bank_14,0.044543718812041
Size-weighted failure,238,Bank_02,0.28049715681577897
Size-weighted failure,239,Bank_04,0.25567572444338144
Size-weighted failure,240,Bank_08,0.031372847122408294
Size-weighted failure,241,Bank_02,0.28049715681577897
Size-weighted failure,242,Bank_02,0.28049715681577897
Size-weighted failure,243,Bank_01,0.2297705054473075
Size-weighted failure,244,Bank_18,0.02025102804080488
Size-weighted failure,245,Bank_05,0.25524124537161796
Size-weighted failure,246,Bank_05,0.25524124537161796
Size-weighted failure,247,Bank_06,0.03452446330244111
Size-weighted failure,248,Bank_04,0.25567572444338144
Size-weighted failure,249,Bank_04,0.25567572444338144
Size-weighted failure,250,Bank_03,0.27165350518050047
Size-weighted failure,251,Bank_05,0.25524124537161796
Size-weighted failure,252,Bank_02,0.28049715681577897
Size-weighted failure,253,Bank_14,0.044543718812041
Size-weighted failure,254,Bank_11,0.0399801622024546
Size-weighted failure,255,Bank_03,0.27165350518050047
Size-weighted failure,256,Bank_04,0.25567572444338144
Size-weighted failure,257,Bank_02,0.28049715681577897
Size-weighted failure,258,Bank_19,0.034159813496486904
Size-weighted failure,259,Bank_15,0.04479492221037007
Size-weighted failure,260,Bank_16,0.033807221312953356
Size-weighted failure,261,Bank_03,0.27165350518050047
Size-weighted failure,262,Bank_02,0.28049715681577897
Size-weighted failure,263,Bank_02,0.28049715681577897
Size-weighted failure,264,Bank_01,0.2297705054473075
Size-weighted failure,265,Bank_02,0.28049715681577897
Size-weighted failure,266,Bank_01,0.2297705054473075
Size-weighted failure,267,Bank_20,0.03774535768745524
Size-weighted failure,268,Bank_01,0.2297705054473075
Size-weighted failure,269,Bank_02,0.28049715681577897
Size-weighted failure,270,Bank_12,0.049847926664306985
Size-weighted failure,271,Bank_04,0.25567572444338144
Size-weighted failure,272,Bank_08,0.031372847122408294
Size-weighted failure,273,Bank_05,0.25524124537161796
Size-weighted failure,274,Bank_14,0.044543718812041
Size-weighted failure,275,Bank_05,0.25524124537161796
Size-weighted failure,276,Bank_04,0.25567572444338144
Size-weighted failure,277,Bank_05,0.25524124537161796
Size-weighted failure,278,Bank_03,0.27165350518050047
Size-weighted failure,279,Bank_03,0.27165350518050047
Size-weighted failure,280,Bank_04,0.25567572444338144
Size-weighted failure,281,Bank_02,0.28049715681577897
Size-weighted failure,282,Bank_09,0.02054558688146143
Size-weighted failure,283,Bank_02,0.28049715681577897
Size-weighted failure,284,Bank_02,0.28049715681577897
Size-weighted failure,285,Bank_02,0.28049715681577897
Size-weighted failure,286,Bank_12,0.049847926664306985
Size-weighted failure,287,Bank_03,0.27165350518050047
Size-weighted failure,288,Bank_05,0.25524124537161796
Size-weighted failure,289,Bank_13,0.0321075807694755
Size-weighted failure,290,Bank_01,0.2297705054473075
Size-weighted failure,291,Bank_07,0.03246194484470445
Size-weighted failure,292,Bank_03,0.27165350518050047
Size-weighted failure,293,Bank_02,0.28049715681577897
Size-weighted failure,294,Bank_05,0.25524124537161796
Size-weighted failure,295,Bank_15,0.04479492221037007
Size-weighted failure,296,Bank_03,0.27165350518050047
Size-weighted failure,297,Bank_04,0.25567572444338144
Size-weighted failure,298,Bank_03,0.27165350518050047
Size-weighted failure,299,Bank_04,0.25567572444338144
Size-weighted failure,300,Bank_05,0.25524124537161796
Size-weighted failure,301,Bank_05,0.25524124537161796
Size-weighted failure,302,Bank_05,0.25524124537161796
Size-weighted failure,303,Bank_02,0.28049715681577897
Size-weighted failure,304,Bank_05,0.25524124537161796
Size-weighted failure,305,Bank_05,0.25524124537161796
Size-weighted failure,306,Bank_05,0.25524124537161796
Size-weighted failure,307,Bank_01,0.2297705054473075
Size-weighted failure,308,Bank_03,0.27165350518050047
Size-weighted failure,309,Bank_03,0.27165350518050047
Size-weighted failure,310,Bank_01,0.2297705054473075
Size-weighted failure,311,Bank_02,0.28049715681577897
Size-weighted failure,312,Bank_03,0.27165350518050047
Size-weighted failure,313,Bank_06,0.03452446330244111
Size-weighted failure,314,Bank_02,0.28049715681577897
Size-weighted failure,315,Bank_12,0.049847926664306985
Size-weighted failure,316,Bank_04,0.25567572444338144
Size-weighted failure,317,Bank_06,0.03452446330244111
Size-weighted failure,318,Bank_04,0.25567572444338144
Size-weighted failure,319,Bank_04,0.25567572444338144
Size-weighted failure,320,Bank_05,0.25524124537161796
Size-weighted failure,321,Bank_16,0.033807221312953356
Size-weighted failure,322,Bank_04,0.25567572444338144
Size-weighted failure,323,Bank_04,0.25567572444338144
Size-weighted failure,324,Bank_05,0.25524124537161796
Size-weighted failure,325,Bank_05,0.25524124537161796
Size-weighted failure,326,Bank_01,0.2297705054473075
Size-weighted failure,327,Bank_04,0.25567572444338144
Size-weighted failure,328,Bank_04,0.25567572444338144
Size-weighted failure,329,Bank_16,0.033807221312953356
Size-weighted failure,330,Bank_04,0.25567572444338144
Size-weighted failure,331,Bank_04,0.25567572444338144
Size-weighted failure,332,Bank_19,0.034159813496486904
Size-weighted failure,333,Bank_03,0.27165350518050047
Size-weighted failure,334,Bank_02,0.28049715681577897
Size-weighted failure,335,Bank_02,0.28049715681577897
Size-weighted failure,336,Bank_01,0.2297705054473075
Size-weighted failure,337,Bank_01,0.2297705054473075
Size-weighted failure,338,Bank_03,0.27165350518050047
Size-weighted failure,339,Bank_07,0.03246194484470445
Size-weighted failure,340,Bank_05,0.25524124537161796
Size-weighted failure,341,Bank_01,0.2297705054473075
Size-weighted failure,342,Bank_04,0.25567572444338144
Size-weighted failure,343,Bank_02,0.28049715681577897
Size-weighted failure,344,Bank_17,0.03785880409508039
Size-weighted failure,345,Bank_02,0.28049715681577897
Size-weighted failure,346,Bank_05,0.25524124537161796
Size-weighted failure,347,Bank_03,0.27165350518050047
Size-weighted failure,348,Bank_05,0.25524124537161796
Size-weighted failure,349,Bank_03,0.27165350518050047
Size-weighted failure,350,Bank_06,0.03452446330244111
Size-weighted failure,351,Bank_02,0.28049715681577897
Size-weighted failure,352,Bank_15,0.04479492221037007
Size-weighted failure,353,Bank_04,0.25567572444338144
Size-weighted failure,354,Bank_06,0.03452446330244111
Size-weighted failure,355,Bank_12,0.049847926664306985
Size-weighted failure,356,Bank_20,0.03774535768745524
Size-weighted failure,357,Bank_02,0.28049715681577897
Size-weighted failure,358,Bank_02,0.28049715681577897
Size-weighted failure,359,Bank_02,0.28049715681577897
Size-weighted failure,360,Bank_02,0.28049715681577897
Size-weighted failure,361,Bank_04,0.25567572444338144
Size-weighted failure,362,Bank_20,0.03774535768745524
Size-weighted failure,363,Bank_20,0.03774535768745524
Size-weighted failure,364,Bank_04,0.25567572444338144
Size-weighted failure,365,Bank_05,0.25524124537161796
Size-weighted failure,366,Bank_13,0.0321075807694755
Size-weighted failure,367,Bank_16,0.033807221312953356
Size-weighted failure,368,Bank_02,0.28049715681577897
Size-weighted failure,369,Bank_04,0.25567572444338144
Size-weighted failure,370,Bank_12,0.049847926664306985
Size-weighted failure,371,Bank_03,0.27165350518050047
Size-weighted failure,372,Bank_03,0.27165350518050047
Size-weighted failure,373,Bank_20,0.03774535768745524
Size-weighted failure,374,Bank_20,0.03774535768745524
Size-weighted failure,375,Bank_15,0.04479492221037007
Size-weighted failure,376,Bank_09,0.02054558688146143
Size-weighted failure,377,Bank_02,0.28049715681577897
Size-weighted failure,378,Bank_03,0.27165350518050047
Size-weighted failure,379,Bank_04,0.25567572444338144
Size-weighted failure,380,Bank_04,0.25567572444338144
Size-weighted failure,381,Bank_04,0.25567572444338144
Size-weighted failure,382,Bank_05,0.25524124537161796
Size-weighted failure,383,Bank_03,0.27165350518050047
Size-weighted failure,384,Bank_06,0.03452446330244111
Size-weighted failure,385,Bank_03,0.27165350518050047
Size-weighted failure,386,Bank_03,0.27165350518050047
Size-weighted failure,387,Bank_02,0.28049715681577897
Size-weighted failure,388,Bank_02,0.28049715681577897
Size-weighted failure,389,Bank_12,0.049847926664306985
Size-weighted failure,390,Bank_03,0.27165350518050047
Size-weighted failure,391,Bank_02,0.28049715681577897
Size-weighted failure,392,Bank_06,0.03452446330244111
Size-weighted failure,393,Bank_04,0.25567572444338144
Size-weighted failure,394,Bank_01,0.2297705054473075
Size-weighted failure,395,Bank_03,0.27165350518050047
Size-weighted failure,396,Bank_02,0.28049715681577897
Size-weighted failure,397,Bank_05,0.25524124537161796
Size-weighted failure,398,Bank_02,0.28049715681577897
Size-weighted failure,399,Bank_01,0.2297705054473075
Size-weighted failure,400,Bank_01,0.2297705054473075
Size-weighted failure,401,Bank_04,0.25567572444338144
Size-weighted failure,402,Bank_01,0.2297705054473075
Size-weighted failure,403,Bank_12,0.049847926664306985
Size-weighted failure,404,Bank_02,0.28049715681577897
Size-weighted failure,405,Bank_05,0.25524124537161796
Size-weighted failure,406,Bank_03,0.27165350518050047
Size-weighted failure,407,Bank_03,0.27165350518050047
Size-weighted failure,408,Bank_01,0.2297705054473075
Size-weighted failure,409,Bank_10,0.03080520063691546
Size-weighted failure,410,Bank_14,0.044543718812041
Size-weighted failure,411,Bank_01,0.2297705054473075
Size-weighted failure,412,Bank_02,0.28049715681577897
Size-weighted failure,413,Bank_15,0.04479492221037007
Size-weighted failure,414,Bank_04,0.25567572444338144
Size-weighted failure,415,Bank_02,0.28049715681577897
Size-weighted failure,416,Bank_02,0.28049715681577897
Size-weighted failure,417,Bank_05,0.25524124537161796
Size-weighted failure,418,Bank_05,0.25524124537161796
Size-weighted failure,419,Bank_05,0.25524124537161796
Size-weighted failure,420,Bank_18,0.02025102804080488
Size-weighted failure,421,Bank_04,0.25567572444338144
Size-weighted failure,422,Bank_03,0.27165350518050047
Size-weighted failure,423,Bank_04,0.25567572444338144
Size-weighted failure,424,Bank_03,0.27165350518050047
Size-weighted failure,425,Bank_02,0.28049715681577897
Size-weighted failure,426,Bank_01,0.2297705054473075
Size-weighted failure,427,Bank_03,0.27165350518050047
Size-weighted failure,428,Bank_05,0.25524124537161796
Size-weighted failure,429,Bank_01,0.2297705054473075
Size-weighted failure,430,Bank_03,0.27165350518050047
Size-weighted failure,431,Bank_05,0.25524124537161796
Size-weighted failure,432,Bank_05,0.25524124537161796
Size-weighted failure,433,Bank_08,0.031372847122408294
Size-weighted failure,434,Bank_11,0.0399801622024546
Size-weighted failure,435,Bank_05,0.25524124537161796
Size-weighted failure,436,Bank_01,0.2297705054473075
Size-weighted failure,437,Bank_04,0.25567572444338144
Size-weighted failure,438,Bank_05,0.25524124537161796
Size-weighted failure,439,Bank_02,0.28049715681577897
Size-weighted failure,440,Bank_01,0.2297705054473075
Size-weighted failure,441,Bank_02,0.28049715681577897
Size-weighted failure,442,Bank_04,0.25567572444338144
Size-weighted failure,443,Bank_03,0.27165350518050047
Size-weighted failure,444,Bank_02,0.28049715681577897
Size-weighted failure,445,Bank_11,0.0399801622024546
Size-weighted failure,446,Bank_16,0.033807221312953356
Size-weighted failure,447,Bank_02,0.28049715681577897
Size-weighted failure,448,Bank_16,0.033807221312953356
Size-weighted failure,449,Bank_01,0.2297705054473075
Size-weighted failure,450,Bank_16,0.033807221312953356
Size-weighted failure,451,Bank_17,0.03785880409508039
Size-weighted failure,452,Bank_01,0.2297705054473075
Size-weighted failure,453,Bank_07,0.03246194484470445
Size-weighted failure,454,Bank_19,0.034159813496486904
Size-weighted failure,455,Bank_15,0.04479492221037007
Size-weighted failure,456,Bank_19,0.034159813496486904
Size-weighted failure,457,Bank_04,0.25567572444338144
Size-weighted failure,458,Bank_01,0.2297705054473075
Size-weighted failure,459,Bank_12,0.049847926664306985
Size-weighted failure,460,Bank_05,0.25524124537161796
Size-weighted failure,461,Bank_05,0.25524124537161796
Size-weighted failure,462,Bank_03,0.27165350518050047
Size-weighted failure,463,Bank_04,0.25567572444338144
Size-weighted failure,464,Bank_02,0.28049715681577897
Size-weighted failure,465,Bank_06,0.03452446330244111
Size-weighted failure,466,Bank_01,0.2297705054473075
Size-weighted failure,467,Bank_05,0.25524124537161796
Size-weighted failure,468,Bank_12,0.049847926664306985
Size-weighted failure,469,Bank_04,0.25567572444338144
Size-weighted failure,470,Bank_04,0.25567572444338144
Size-weighted failure,471,Bank_03,0.27165350518050047
Size-weighted failure,472,Bank_19,0.034159813496486904
Size-weighted failure,473,Bank_05,0.25524124537161796
Size-weighted failure,474,Bank_03,0.27165350518050047
Size-weighted failure,475,Bank_02,0.28049715681577897
Size-weighted failure,476,Bank_02,0.28049715681577897
Size-weighted failure,477,Bank_04,0.25567572444338144
Size-weighted failure,478,Bank_17,0.03785880409508039
Size-weighted failure,479,Bank_05,0.25524124537161796
Size-weighted failure,480,Bank_02,0.28049715681577897
Size-weighted failure,481,Bank_13,0.0321075807694755
Size-weighted failure,482,Bank_03,0.27165350518050047
Size-weighted failure,483,Bank_13,0.0321075807694755
Size-weighted failure,484,Bank_02,0.28049715681577897
Size-weighted failure,485,Bank_05,0.25524124537161796
Size-weighted failure,486,Bank_16,0.033807221312953356
Size-weighted failure,487,Bank_02,0.28049715681577897
Size-weighted failure,488,Bank_05,0.25524124537161796
Size-weighted failure,489,Bank_20,0.03774535768745524
Size-weighted failure,490,Bank_02,0.28049715681577897
Size-weighted failure,491,Bank_01,0.2297705054473075
Size-weighted failure,492,Bank_05,0.25524124537161796
Size-weighted failure,493,Bank_03,0.27165350518050047
Size-weighted failure,494,Bank_01,0.2297705054473075
Size-weighted failure,495,Bank_04,0.25567572444338144
Size-weighted failure,496,Bank_06,0.03452446330244111
Size-weighted failure,497,Bank_02,0.28049715681577897
Size-weighted failure,498,Bank_03,0.27165350518050047
Size-weighted failure,499,Bank_12,0.049847926664306985
Size-weighted failure,500,Bank_04,0.25567572444338144
Size-weighted failure,501,Bank_12,0.049847926664306985
Size-weighted failure,502,Bank_03,0.27165350518050047
Size-weighted failure,503,Bank_18,0.02025102804080488
Size-weighted failure,504,Bank_05,0.25524124537161796
Size-weighted failure,505,Bank_02,0.28049715681577897
Size-weighted failure,506,Bank_14,0.044543718812041
Size-weighted failure,507,Bank_04,0.25567572444338144
Size-weighted failure,508,Bank_02,0.28049715681577897
Size-weighted failure,509,Bank_02,0.28049715681577897
Size-weighted failure,510,Bank_05,0.25524124537161796
Size-weighted failure,511,Bank_01,0.2297705054473075
Size-weighted failure,512,Bank_02,0.28049715681577897
Size-weighted failure,513,Bank_02,0.28049715681577897
Size-weighted failure,514,Bank_03,0.27165350518050047
Size-weighted failure,515,Bank_03,0.27165350518050047
Size-weighted failure,516,Bank_04,0.25567572444338144
Size-weighted failure,517,Bank_02,0.28049715681577897
Size-weighted failure,518,Bank_01,0.2297705054473075
Size-weighted failure,519,Bank_05,0.25524124537161796
Size-weighted failure,520,Bank_03,0.27165350518050047
Size-weighted failure,521,Bank_05,0.25524124537161796
Size-weighted failure,522,Bank_01,0.2297705054473075
Size-weighted failure,523,Bank_01,0.2297705054473075
Size-weighted failure,524,Bank_02,0.28049715681577897
Size-weighted failure,525,Bank_04,0.25567572444338144
Size-weighted failure,526,Bank_03,0.27165350518050047
Size-weighted failure,527,Bank_11,0.0399801622024546
Size-weighted failure,528,Bank_03,0.27165350518050047
Size-weighted failure,529,Bank_04,0.25567572444338144
Size-weighted failure,530,Bank_04,0.25567572444338144
Size-weighted failure,531,Bank_01,0.2297705054473075
Size-weighted failure,532,Bank_04,0.25567572444338144
Size-weighted failure,533,Bank_03,0.27165350518050047
Size-weighted failure,534,Bank_03,0.27165350518050047
Size-weighted failure,535,Bank_01,0.2297705054473075
Size-weighted failure,536,Bank_08,0.031372847122408294
Size-weighted failure,537,Bank_17,0.03785880409508039
